1737 37 123 10 0 712 19 3 942 661 1629 47 4014 1896 800 9 110 2 921 1 19 67 1208 602 5 16 1251 208 60 3 132 4 9039 258 1965 87 4 4014 1896 751 8 7 0 88 98 165 3 88 171 8 2 96 117 124 0 544 181 7 1170 83 0 1376 181 14 3 72 36 928 2 188 3405 661 657 531 100 571 26 2 589 641 0 460 1 100 571 26 4760 766 370 1492 2094 1343 1 4761 1 9 0 162 355 89 25 338 12 651 1 3 97 0 356 1896 1 0 2947 95 1896 17 28 2382 27 25 0 356 1896 6 153 0 116 5 0 129 14 250 107 186 5 84 141 136 156 2 74 1083 178 3537 4 108 2 656 211 277 1 161 3 3145 336 11 19 2 4471 5 897 481 60 7751 23 15 1104 10 35 15 66 472 815 481 244 553 45 13 0 2222 38 15 78 336 15 101 120 15 23 3 305 0 658 152 1 150 160 9 52 176 568	5
1927 2 875 11 3 3145 4 16 2336 1 3 19 4 128 77 89 516 31 2 222 53 3 19 512 65 83 12 847 5 1 2847 5596 3 101 0 7752 1 19 512 65 83 43 2506 30 2279 10 4 0 33 696 1294 5 80 5 346 3 132 4 19 0 88 365 0 105 182 3 776 7 11 32 7 71 7753 8 361 998 34 32 19 62 6152 5 2439 325 0 1558 11 211 0 228 4 3669 31 614 31 17 1834 0 234 39 10 827 16 7 46 43 187 959 26 1171 158 641 117 32 7 0 415 211 5 0 24 0 762 3 292 4 1221 81 22 2 697 5 211 4 8 9040 28 1025 6155 28 1034 0 430 234 6 572 13 4762 41 2563 540 16 762 6 3670 1307 7 1897 44 3 103 365 397 12 507 929 48 18 8 913 1 157 1114 1630 60 23 20 652 42 4015 6 2337 13 158 82 111 10 2 2564 762 145 93 6 3406 36 240 874 9 0 177 155 37 11 6 1222 10 0 11 6 4216 32 28 71 5 78 2439 0 112 6 1237 113 1 465 3 22 2 235 6788 11 3 6 1419 10 1 17 4472 325 0 658 182 147 3 6 32 9 43 5 12 2848 0 4473 670 4 634 38 5 84 10 12 6789 48 9 37 13 3286 9040 27 11 3 477 19 4 30 3146 10 0 1344 3 263 11 6 2 357 472 1 10 0 788 11 3 165 19 4 49 13 58 2743 1 106 21 454 4 2849 18 7754 404 3 6 10 58 234 26 0 53 5 12 1404 1 603 397 83 196 214 9 186 0 3407 1 0 875 3 6 10 58 41 605 405 189 1 11 12 223 7 3538 57 5140 3 272 807 4 2 222 3671 13 7755 1 69 2565 436 0 197 1515 1559 47 12 237 2564 10 107 4 3147 186 12 2848 1 3 23 1651 80	5
591 25 738 1516 77 21 4474 77 1516 0 738 7 40 25 271 51 2 98 73 1631 5 0 29 18 0 99 3 1198 102 5 2507 1 3045 2508 14 42 0 9041 23 21 7756 5 264 179 10 419 0 29 518 25 115 3 954 0 738 7 50 25	4
3 101 11 2566 500 2 179 7757 26 167 14 3 228 4 3539 123 76 17 28 4 37 0 78 156 3 109 10 32 4 491 55 2011 1 251 168 3 480 1 109 4 448 9 168 3 1026 115 21 143 168 122 0 5 1738 1 309 43 1713 32 51 3 90 204 1 244 298 28 21 10 0 64 5 12 4475 3 109 64 159 32 17 290 37 4 39 49 1 45 129 65 1577 5 0 898 3 6 1238 3 50 442 17 28 27 76 10 652 11 756 15 2566	4
3 19 859 111 512 16 24 314 1 3 354 129 2338 294	1
56 1016 171 16 24 247 216 31 3 19 62 2 471 42 9 54 2 444 424 212 33 642 1 33 338 874 3 22 12 105 179 152 42 0 78 608 2122 37 1 38 0 78 100 47 12 224 28 89 664 92 2 608 777 767 1084 555 283 8 6 0 840 183 2 74 75 44 87 39 304 75 94 300 9 2 1493 9042 3 102 1209 5 11 6156 0 768 2280 87 424 1 1046 134 18 138 20 23 38 668 1 20 38 5597 15 80 1035 13 0 1420 69 140 1421 4 134 4 16 24 252 3 122 0 6790 5 1928 100 47 224 3 101 54 16 286 114 67 4 30 27 5141 1651 70 2 118 75 4016 9 2 608 777 768	2
20 28 748 51 20 251 11 20 103 547 5598 1 2744 4 52 1252 532 0 29 7 25 21 33 14 8 6 2 33 977 18 2056 990 1275 51 0 29 6 1440 8 431 34 0 239 6 2 166 339 32 198 58 2440 2850 4 0 1331 700 6157 27 3 173 4 0 1252 394 16 425 339 91 428 71 6158 27 3 5597 31 1061 80 1966 41 11 32 7 2 247 1252 763 27 16 394 131 2 89 199 638 9 1172 159 0 434 3 19 71 595 13 1252 3148 79 32 23 55 2281 41 32 3 39 793 304 453 3148 7758 1560 12 629 13 71 6158 16 69 256 30 0 187 53 20 107	2
109 4 7759 1455 1797 187 119 13 12 473 9 178 20 22 39 1253 47 52 5142 156 396 568 3 97 2 382 330 13 4217 382 2441 1 2948 4218 789 12 473 97 7760 317 10 2 4219 1405 0 7760 317 10 4219 1405 115 21 482 4 2745 37 4 37 8 375 34 689 13 274 1 260 1265 330 6 241 89 25 12 473 1 3 377 8 94 116 0 67 182 20 102 17 103 19 403 116 7 0 473 1 3 28 21 739 2653 13 0 426 5 29 12 473 7 1081 283 31 355 5 0 5599 9 0 98 17 218 327 426 1308 605 0 409 1115 0 29 7 89 25	3
33 2095 26 16 749 137 1602 797 6 229 2567 135 6 1798 1 57 6 1632 289 30 64 3408 7761	5
16 7 2 287 280 749 50 3 22 753 2654 60 397 83 280 734 34 162 6791 4017 249 502 65 683 5 38 1035 13 0 1390 18 168 2949 5 6159 35 8 73 6160 44 873 44 35 36 437 1 3149 58 2950 409 34 36 256 21 408 280 12 22 2 1278 1309 1 1017 232 4 8 1 9 1254 1494 278 150 17 435 8 0 3287 280 6 21 40 209 0 6792 794 525 6 816 1 293 1495 21 4 954 0 474 794 135 11 2568 16 24 9043 247 216 18 489 195 1967 124 15 100 393 21 45 52 11 94 1035 0 6793 9 2 196 8 4215 10 59 1652	2
229 229 6 353 0 5143 202 99 0 130 6 41 5 16 712 1 0 768 6 40 2282 2 3 56 153 233 16 24 4 320 160 4 496	5
3 940 491 284 1 78 6794 715 47 6795 17 19 2 235 245 4 558 47 729 2057 1 1295 66 493 197 372 29 14 18 246 222 553 26 2 5600 1377 1653 284 2442 0 2655 122 21 4 954 15 103 151 196 1653 284 740 1 30 54 185 2 7 82 62 6796 110 364 78 298 26 0 206 250 34 4 49 2383 1 17 19 889 5 74 203 11 103 108 203 2 74 65 6797 9 398 5600 7762 44 6794	4
229 24 112 7 40 7763	4
404 22 2 778 4 616 2 555 42 39 690 4 1116 10 3672 1 19 62 430 9 767 1084 40 524 316 1 0 914 23 33 8 358 21 978 185 15 407 0 1929 19 33 29 3 69 30 392 42 2 180	5
3 150 128 219 357 203 54 16 4220 0 597 7 353 0 78 617 23 161 4221 1 1391 21 4 954 11 320 32 73 3288 1 17 960 46 573 31 573 2123 4 30 1651 49 4 16 4220 526 773 60 3 619	5
3 475 72 16 24 82 22 12 730 42 581 10 0 187 197 236 1 17 19 62 454 4 2851 279 1768 48 4 5144 46 321 7 267 554 1 33 10 0 1576 1 767 53 12 194 130 7 0 4222 554 230 3046 13 25 29 43 5 12 194 336 10 191 217 0 436 4 626	5
 73 169 280 3 56 128 11 17 19 0 88 280 10 618 15 19 4 96 8 4 146 123 169 8 7 0 57 7 33 1 3 211 34 3 39 2443 175 3540 0 337 280 152 7 40 659 1 276 24 4 899 41 13 223 44 143 2 588 7 67 43 182 3 66 34 600 8 500 4 335 27 108 148 4 45 32 550 155 790 1069 35 15 132 4 30 570 124 294	5
6152 506 51 16 2746 6 48 1 392 1 3 942 10 544 3 56 49 4 16 434 890 31 20 451 8 117 129 44 315 167 147 8 6 121 18 461 3 109 13 2 258 0 2746 73 2283 70 2338 138 36 89 199 3 102 17 2284 3673 2852 11 73 4 1561 0 29 2852 3 22 12 1578 227 679 8 6 267 25 1 943 741 3 375 9 158 4 491 14 309 13 260 0 203 3 377 162 28 235 204 298 1 199 1968 192 3 479 2 125 9044 5 2745 14 21 801 12 1930 398 8 389 4 30 11 16 2746 56 19 2384 4476 1 7764 2 1239 2853 103 2339 208 140 12 1930 16 444 731 14 351 582 203 103 21 30 713 42 16 444 27 77 433 13 0 2746 1796 316 1222 6 311 35 15 103 21 154 275 434 316 32 198 219 340 282 2852 10 12 991 14 32 6 578 5 29 2852 1 0 6798 4018 28 68 335 1 2340 574 0 2096 6 40 1094 3 678 17 69 5145 65 2096 10 0 1344 381 149 17 2284 36 43 5 0 287 457 434 6799 10 0 1310 1115 32 349 94 4 1070 155 9 769 15 19 1223 4223 44 132 1579 3541	3
81 32 1 342 81 3827 7 140 12 194 24 4 721 2 205 626 187 579 119 3 2385 2 331 5 223 11 20 5601 4 49 281 41 0 4477 119 669 10 626 191 149 17 22 186 690 294 10 1279 236 27 92 183 1969 70 0 3674 2341 177 20 302 4 665 64 4 52 194 237 6161 67 1071 6 58 2223 234 63 500 2 1047 9 183 10 2 1183 237 930 1 9 0 3828 3829 52 78 481 4478 1 913 92 38 1035 58 1691 1799 293 2 2854 140 2 89 25 1691 1799 10 16 827	4
250 19 4 128 11 1800 0 10 0 3047 3830 1970 6162 1931 6162 7 12 194 79 5 36 268 63 2656 8 2 211 83 0 78 129 547 4 11 0 2285 3289 1 6162 7 43 5 246 249 3 103 701 58 658 613 559 777 26 31 222 31 390 318 5602 5 2176 23 353 1 23 65 1182 4 639 1471 83 4 955 691 2012 2176 35 15 45 84 13 772 526 154 11 0 772 23 2 74 4019 594 9 0 285 27 3 233 55 78 1932 0 288 7 353 381 10 0 10 38 16 7 43 5 12 2013 1095	5
1633 3 72 352 1 458 247 5 12 374 4 1276 20 38 305 8 144 210 29 33 770 511 1 1025 5 234 9 0 352 4 742 13 38 5 246 851 540 0 1739 866 6 437 124 1 0 1714 18 8 6 169 0 583 225 391 30 0 88 3 19 165 22 0 366 1933 6 25 14 2 74 75 1048 9 12 232 12 473 173 11 0 1184 95 201 93 513 6 0 88 95 201 165 157 340 450 6 169 12 9045 956 22 0 536 1049 592 1 1418 900 63 22 366 350 1601 3150 1 5 346 1049 592 11 6 40 226 14 33 0 67 7765 28 0 209 510 21 179 14 3 19 22 94 116 32 6 67 43 5146 1 202 177 1 11 6 1266 18 0 78 190 5 0 876 279 177 5 2747 1 0 6800 3831 61 6 68 255 295 0 6801 1196 23 0 210 144 29 1 5 346 578 5 234 9 352 4 742 1 1862	4
3 6 220 9 2 24 185 3 103 45 137 2177 1 58 814 732 11 6 611 204 1603 32 7 58 5603 3832 57 1 2286 722 1199 5 237 296 270 18 3675 2386 3 2657 109 10 9 129 137 2177 14 556 48 306 527 137 2177 149 38 2177 28 0 1072 636 47 51 3 845 0 537 3151 3 106 306 2 3043 9046 18 0 2177 63 7 2 25 182 1105 0 692 5 0 9047 221 54 2387 214 4 45 0 527 137 2177 4224 10 1036 4 58 814 732 3 999 13 4225 1 91 1634 238 388 57 47 12 2177 4 3833 0 88 2177	4
72 72 72 16 762 367 12 9048 3 867 2 180 5 53 26 16 762 1 10 0 2124 186 875 1 875 28 353 40 2569 1 524 4 785 4 3 1538 84 31 17 115 168 4 3147 186 416 1 12 983 28 80 922 365 5 3 19 149 512 875 9 2 406 1404 5604 7 40 209	5
110 457 1835 1 71 698 3 393 30 9049 9050 3 452 325 0 538 2855 5 4763 8 7 81 300 4 1358 379 261 1692 49 10 1 1073 211 9051 1669 1 2224 54 304 12 204 2097 13 38 6802 5605 31 614 31 3 2098 0 9052 44 158 342 32 283 3 218 410 15 61 154 55 74 47 4761 4 1332 7766 1604 1037 81 2 393 149 1740 21 148 278 907 427 306 4479 283 828 13 1801 538 6803 81 307 220 1 271 4764 158 3 228 1669 124 1 882 54 185 44 60 3 391 45 9 2 1406 9 37 176	4
16 24 7 33 0 130 7 27 440 1000 1836 627 1 25 142 332 8 43 5 12 49 4 249 9 829 0 533 23 353 13 2 2342 577 5 226 923 4 558 47 0 1151 1934 1009 1 200 4 468 1054 200 1 12 194 209 983 5606 209 1185 5 0 98 7 279 1 1224 2097 13 449 5 1898 4765 1 32 7 2 352 742 177 1 1085 4 616 848 1 351 407 291 10 0 321 44 143 8 4 49	4
35 15 3834 808 1255 1223 285 130 117 6804 218 30 26 0 287 5 59 532 16 7 2 2444 130 181 10 0 395 1 12 326 73 62 121 9 236 6804 1106 2 33 99 202 532 1 230 17 472 58 238 139 257 2 279 202 135 1 951 130 9 7767 60 2 3152 66 1047 16 24 48 36 217 8	5
6795 3 72 15 60 1 120 115 15 3153 79 15 23 351 2 5147 15 1055 15 19 38 203 9 0 2570 86 9 12 2570 6805 12 2570 168 14 51 3 1256 110 832 18 2 958 872 5137 27 3048 361 45 590 110 18 0 590 10 0 714 18 207 399 2099 59 1 5607 1257 2658 37 41 1 3 9053 207 6795 4020 757 3049 21 252 21 581 91 2509 1035 12 459 160 115 91 39 308 37 1035 12 459 134 42 1239 1257 289 609 15 60 12 459 7 1927 13 60 15 66 146 680 610 42 94 3 26 385 1 2445 3 6 10 58 1741 2225 693 171 37 12 944 9 4226 79 3 173 71 12 258 173 756 15 31 20 309 1 91 241 6806 6807 71 756 15 64 179 179 179 14 3 72 0 4226 1 0 113 1011 10 0 1971 1 1034 177 27 36 1692 1311 2 170 9 11	2
404 2 24 10 1074 11 361 96 75 334 402 1107 123 4 693 13 3835 552 369 1 1359 51 97 0 1392 213 47 46 139 99 1517 5608 719 2178 213 13 2446 9054 1 644 1312 3 1258 56 19 377 0 2446 1562 605 0 9054 44 2856 13 0 4480 798 8 6 75 3154 18 0 287 1173 14 8 7 0 1392 213 1 35 208 123 91 1690 8 117 208 0 118 8 218 30 323 347 1 0 644 1312 23 229 0 57 6 2447 1 113 0 29 127 41 979 378 1 56 19 62 76 35 15 103 915 0 6 39 75 69 153 134 64 1 96 78 99 481 1 3 488 233	4
36 34 2 984 2571 7768 1124 7769 10 2 4227 76 713 883 1742 4 2748 2951 584 0 434 9 2 559 119 1802 6163 791 3 101 123 4 530 1 3 442 34 3 6 18 58 6164 5 0 9055 54 4 85 2 691 4 691 5148 7 322 260 257 18 0 291 1267 6 961 621 27 3 469 208 38 11 1422 1345 14 25 1605 306 264 110 9056 2659 12 5149 392 148 15 503 18 2 1635 32 23 275 212 1 705 10 0 41 59 5137 1 4 0 1863 1 526 30 38 2510 4 1 47 0	3
16 24 7 27 335 8 7 162 153 21 2 1715 1251 411 8 3676 64 10 0 635 0 29 1 248 23 25 14 162 5 38 3 34 11 3 61 452 12 507 42 4 45 248 1 0 4009 18 0 613 3 470 11 32 28 65 249 11 1864 2848 291 0 316 61 30 2 2660 1 0 681 1 2125 48 5 29 61 30 6808 14 252 15 45 3155 16 7 2 25 24 4 253	4
5150 5150 191 2857 1693 191 62 2 235 360 5 2857 9 236 1 22 779 51 3 602 11 17 28 2226 0 191 181 1 1075 39 159 0 434 605 46 4766 800 409 4767 14 92 43 253 77 1557 4767 73 0 265 194 333 11 2857 22 823 809 536 1563 815 213 144 1743 817 225 1096 540 1 17 19 2 235 215 532 31 80 57 7 575 1 209 720 120 6 52 383 187 119 720 68 9 121 830 1 1518 1 3836 9057 6809 9 52 174 852 4767 466 115 2 824 508 930 16 137 98 36 90 2 33 770 511 177 2 235 114 58 229 215 6165 1 1580 1496 312 31 7770 15 140 132 0 237 409 2857 0 181 10 270 4228 3045 7 140 314 14 3 488 233 1138 41 4767 4 732 8 48 39 2 4 191 4767 1 2126 9 37 105 4 299	4
302 4 49 9 1393 170 9 2 483 178 16 53 3 251 0 29 1 57 4 30 3538 4 52 187 6810 359 1 3 806 0 1240 1313 2511 1578 1 3 146 278 8 7 46 1797 285 8 6 27 25 11 3 69 21 30 1899 176 53 20 68 22 0 794 2952 16 7 764 457 9 2 188 343 14 8 6 824 20 22 0 329 200 366 4 860 8 6 2 4768 445 2 366 1405 1314 1456 2058 13 1241 6166 1 2 366 1241 1056 328 1048 3837 38 25 269 6 238 47 495 4 860 16 53 3 106 3677 20 69 496 39 283 21 26 139	4
404 294 47 12 1061 201 44 562 274 789 1 97 0 288 8 6 25	4
20 22 178 42 367 52 1394 8 6 12 105 53 26 1 3 6 153 516 13 0 268 5 46 29 1 388 57 3 22 0 2014 3156 13 592 4769 1139 63 6 169 20 806 0 562 1606 9 517 63 6 193 33 519 0 2448 28 50 144 77 882 5 653 12 916 4 0 9058 181 110 613 16 444 150 160	4
16 24 7 59 1038 1294 10 0 771 723 1123 90 25 877 723 1 767 539 9 424 1803 0 2858 7 153 1564 14 65 273 9059 2953	3
133 29 169 2127 1 357 1096 163 285 3 19 615 42 73 62 260 620 5 229 105 4 495 17 19 284 3838 2287 6811 15 61 146 0 6811 18 0 114 51 15 452 10 705 23 21 1395 924 0 9060 7 81 2287 27 2661 18 0 53 5 444 15 69 45 226 203 0 4021 7 276 1 483 27 15 61 50 232 0 1162 14 140 45 0 2059 0 265 7 808 13 0 1277 0 126 6 144 1 0 1333 627 5 301 4021 155 8 6 276 31 295 31 716 49 0 545 23 541 1346 1 683 0 640 7 541 437 1 4481 13 884 15 558 18 0 99 3 72 0 9061 5 55 1 0 7771 5 622 404 825 73 81 62 25 96 0 1694 44 136 273 5 1242 1 15 952 348 30 433	5
92 2 222 396 5 183 9062 10 2 2749 234 3 50 50 480 4 30 291 6812 1804 1045 4 327 37 64 10 12 1114 161 9063 313 7 40 1360 1 61 45 50 754 18 1200 3 259 4 307 2 74 166 5 9064 27 3 521 31 0 1225 6 9065 25 519 32 28 67 2 125 622 155 18 16 3157 196 1515 1769 7 58 3158 13 219 3678 1 9066 4 427 8 727 34 2 14 116 79 15 684 10 2 1086 7772 176 4 55 6813 9067 486 0 2859 7 572 7773 27 15 61 701 65 53 1654 0 538 1837 606 6167 18 185 15 23 246 11 132 4 143 46 53 1 1770 2 74 32 23 188 2128 598 0 3158 11 4022 1263 3679 31 80 31 129 709 1670 13 7774 4 413 15 0 2449 5 0 3290 15 61 146 10 0 1629 45 48 49 291 15 69 72 8 31 94 31 3 85	5
20 39 231 16 41 16 777 1935 139 26 853 2227 176 401 36 2 5151 971 379 185 15 448 70 0 4482 252 854 901 59 3839 0 1796 1125 0 1038 1149 1 366 14 68 397 955 1796 34 1691 1581 1 329 1539 28 68 667 17 472 2 232 5 136 5 0 1053 1 15 61 861 1519 1259 5 7775 10 59 3409 17 68 472 2 574 5 1038 971 379 724 9 59 22 2 1018 5 0 1691 1581 1 1805 7775 13 2 331 5 724 0 971 682 6 2015 1019 1 80 1260 30 2954 70 42 10 0 1344	5
27 3 106 58 2860 3291 42 26 16 677 9 2 125 2129 20 72 46 5608 131 639 1243 17 19 2 25 245 5 356 1936 2388 1 1152 985 1 35 77 1655 1497 46 192 150 30 917 68 46 2511 7 50 25 1 424 1 46 1636 196 9068 23 89 961 27 42 7 185 0 2572 429 10 0 199 359 1 3 292 4 49 2450 9 243 250 271 107 647 6814 203 34 972 1108 380 66 45 94 83 254 10 2 639 966 80 0 187 53 20 115 16 3 251 12 254 643 160 9 8 4 30 0 1309 775 1 5152 3 22 1062 254 14 3 22 744 5 8 11 28 775 1 5152 71 7776 2016 3 263 8 6 2 6168 5 0 1057 14 3 6169 6815 8 1 11 1423 6 775 1 5152 3 913 2060 294 12 285 1 111 19 3 149 97 254 47 46 460 183 173 82 68 1198 65 10 1655 1117 42 21 4 980 34 2 3292 14 15 2179 77 21 1655 12 176 594 5 288 42 77 286 13 46 2388 1 46 1636 1 1243 1 351 14 35 8 429 4 254 77 41 0 94 902 3680 1118 677 0 408 1118 677	2
20 2180 852 16 74 24 10 2 3681 797 557 70 4229 14 8 556 48 183 2 40 161 4229 400 8 7 808 11 0 438 69 21 30 0 6170 5 1540 4023 2181 614 14 16 7 2 240 7777 266 5 24 32 7 68 71 501 10 392 42 35 15 23 3410 9 53 79 8 7 21 378 29 70 136 4024 5 0 5609 162 2512 0 29 7 25 50 25 0 1290 393 19 1226 149 78 1972 997 79 32 6 71 18 0 99 168 7 10 1498 3 22 0 2451 343 1 12 2513 22 0 992 4483 1 274 186 740 127 13 2 357 4025 330 11 3 19 22 26 164 167 14 16 43 6 27 94 116 0 2451 343 127 13 2451 5 346 2 5153 135 853 11 375 758 1 55 5 0 957 82 165 22 8 6 2 235 577 5 29 14 8 6 27 25 11 3 6 4230 4 107 58 453 190 5 957 4 49 13 0 1472 0 992 6 1026 40 210 68 77 21 94 5 2 992 360 27 3 104 96 8 0 4026 274 6 40 210 172 40 1973 13 164 226 498 14 1209 5 84 28 2061 26 6816 9 0 2451 1 4231 9 0 992 343 0 192 23 65 83 585 381 51 15 1201 11 262 841 61 885 418 48 183 129 740 3 1126 11 3 106 4770 4 29 1 1806 1186 2 2451 11 3 3411 14 16 6 153 43 5 0 116 6171 5 0 1308 10 0 2228 191 177 3 69 153 30 64 1 283 176 53 289 96 0 95	4
3 3682 4 191 432 9 224 47 0 550 3683 4 0 559 1 0 105 182 250 85 1171 0 891 6 4 586 0 1771 1097 139 908 2573 82 111 97 47 0 99 44 22 46 178 57 14 46 139 908 6 229 40 979 582 729 58 967 450 8 319 21 3412 30 0 162 659 420 29 31 3 102 17 6817 0 945 2 166 14 0 498 28 238 1 0 574 6 25 305 46 1695 285 150 2288 0 409 1 46 675 95 13 0 1019 142 1 5 346 0 1061 738 142 77 165 64 10 191 141 0 1771 1097 69 30 43 5 0 105 249 3 49	5
33 38 1897 245 35 15 23 220 9 55 865 44 815 11 7 334 4 154 96 42 17 69 256 19 8 3 68 72 11 17 19 1359 906 5610 440 0 799 432 19 215 6172 1 121 18 281 46 1236 9 5 2017	4
77 4232 11 3 535 309 2 299 9 16 24 402 82 615 42 9 2 25 147 1 82 111 62 433 13 0 29 80 32 6 16 43 53 14 8 6 79 8 6 1557 41 77 490 13 11 8 2574 37 8 6 50 1360 11 119 7778 192 23 25 0 2575 23 25 1 36 39 300 4 407 10 0 147 833 0 4761 2229 163 258 82 458 42 73 22 2 25 53 13 58 1716 25 184 77 2 2343 9 0 13 126 1 2 190 5 3050 101 60 272 26 0 593 299 1937 3 50 102 208 0 162 1928 355 5 16 24 50 49 151 307	5
